date      , code  , name    , close  , score, status      , risk_tags                               , ret10_fmt, ret20_fmt, ret60_fmt, ret20_rank_pct_fmt, ret60_rank_pct_fmt, ma20                 , ma60, ma120, ma20_slope_5_fmt, ma60_slope_10_fmt, amount_ma20   , amount_ratio_5_20  , up_down_amount_ratio20, dist_to_60d_high_fmt, is_20d_high, is_60d_high, max_dd20_fmt, turnover_ma5         , limit_up_count_5, basic_liquid, trend_basic, relative_strength, volume_ok, near_breakout, risk_ok, candidate
2026-06-18, 601799, 星宇股份,  114.06,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -10.86%  , -19.26%  ,          , 8.28%             ,                   ,  126.98500000000001  ,     ,      ,                 ,                  ,   489723972.45, 0.7803794126884793 ,    0.8887036142185747 ,                     , False      , False      , -21.24%     , 0.01135036542481907  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 603092, 德力佳  ,   57.33,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -5.47%   , -19.29%  ,          , 8.22%             ,                   ,   62.7115            ,     ,      ,                 ,                  ,   111473843.2 , 0.7705184134173638 ,    0.47464109945428573,                     , False      , False      , -21.46%     , 0.042596081749516526 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 001278, 一彬科技,   16.91,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -6.73%   , -19.32%  ,          , 8.18%             ,                   ,   18.168             ,     ,      ,                 ,                  ,    67866627.35, 0.6818669176139633 ,    0.5165437578001162 ,                     , False      , False      , -21.55%     , 0.03231726046278085  ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 002397, 梦洁股份,    4.21,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -8.08%   , -19.35%  ,          , 8.15%             ,                   ,    4.535             ,     ,      ,                 ,                  ,    99005034.8 , 0.6237935547900035 ,    0.4276711555428464 ,                     , False      , False      , -20.27%     , 0.022391205661917372 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 600197, 伊力特  ,   10.07,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -10.49%  , -19.38%  ,          , 8.12%             ,                   ,   11.527             ,     ,      ,                 ,                  ,   111544867.9 , 0.7846173458958393 ,    0.7833173759564342 ,                     , False      , False      , -23.44%     , 0.017911131122417937 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 600654, 中安科  ,    2.86,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -10.06%  , -19.44%  ,          , 8.05%             ,                   ,    3.1614999999999998,     ,      ,                 ,                  ,   203157445.75, 0.7596124357160067 ,    0.6211733881802316 ,                     , False      , False      , -20.39%     , 0.022937383042918542 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 000411, 英特集团,    9.59,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -17.89%  , -19.48%  ,          , 7.99%             ,                   ,   10.979             ,     ,      ,                 ,                  ,   169319800.45, 0.539620419804245  ,    0.5001419284604507 ,                     , False      , False      , -24.24%     , 0.01636815361722833  ,              1.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002692, 远程股份,    4.05,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -9.19%   , -19.48%  ,          , 7.95%             ,                   ,    4.489             ,     ,      ,                 ,                  ,    74434912.5 , 0.8743008463938209 ,    0.6220621443562325 ,                     , False      , False      , -21.81%     , 0.021760009217899345 ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 002917, 金奥博  ,   11.32,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -11.84%  , -19.49%  ,          , 7.92%             ,                   ,   13.0435            ,     ,      ,                 ,                  ,   142302835.65, 0.736658415281551  ,    0.9156599952273824 ,                     , False      , False      , -23.25%     , 0.03441314727642679  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 603022, 新通联  ,    8.84,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -7.63%   , -19.49%  ,          , 7.89%             ,                   ,    9.799499999999998 ,     ,      ,                 ,                  ,    41100690.95, 0.8837655757220304 ,    0.449165570565134  ,                     , False      , False      , -21.14%     , 0.019984099999999998 ,              0.0, False       , False      , False            , False    , False        , False  , False
